file,$Unique,name,$Subtitle,$CardClass,$CardClass2,$CardClass3,$ResourceCost,$Level,$Slot,$Slot2,$Stamina,$Sanity,$Skill1,$Skill2,$Skill3,$Skill4,$Skill5,$Skill6,$Copyright,$Traits,$Rules,$Flavor,$Victory,portSource,portScale,portX,portY,$Artist,$Collection,$CollectionNumber
拚死出擊 [Neutral][skill],,拚死出擊,,Neutral,None,None,0,0,None,None,None,None,Combat,Combat,Combat,Combat,None,None,"<family ""Arial""><cop> 2017 FFG</family>",絕望.,"每次技能檢定最多投入1張。
你剩餘神智值為3點或更少時才可投入技能檢定。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03118.png,1.25,0,75,Nicholas Stohlman,ThePathToCarcosa,118
絕命奔逃 [Neutral][skill],,絕命奔逃,,Neutral,None,None,0,0,None,None,None,None,Agility,Agility,Agility,Agility,None,None,"<family ""Arial""><cop> 2017 FFG</family>",絕望.,"每次技能檢定最多投入1張。
你剩餘神智值為3點或更少時才可投入技能檢定。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03119.png,1.25,0,75,Nicholas Elias,ThePathToCarcosa,119
急中生智 [Survivor][skill],,急中生智,,Survivor,None,None,0,0,None,None,None,None,Agility,Combat,Intellect,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",天性.,如果本次技能檢定成功，選擇你棄牌堆中一張標題不是急中生智的<sur>卡牌。將選中的卡牌加入你的手牌。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03039.png,1.25,0,75,Audrey Hotte,ThePathToCarcosa,39
先身士卒 [Guardian][skill],,先身士卒,,Guardian,None,None,0,0,None,None,None,None,Combat,Intellect,Willpower,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",天性.,如果本次技能檢定成功，準備你所在地點的一張<b><i>盟友</i></b>支援卡並為其治癒1點傷害或1點恐懼。,"
""安德森對手下確實狠。他平時把蘭姆酒都鎖起來，還經常天一亮就把我們叫起來。但現在，在這種不毛之地，我就希望他能打頭陣。""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03228.png,1.25,0,75,Christine Mitzuk,ThePathToCarcosa,228
重大發現 [Seeker][skill],,重大發現,,Seeker,None,None,0,0,None,None,None,None,Agility,Intellect,Willpower,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",天性.,如果本次技能檢定成功，執行本次檢定的調查員查找其牌堆頂的3張卡牌，抽取其中1張並混洗其牌堆。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03231.png,1.25,0,75,Ilich Henriquez,ThePathToCarcosa,231
吃我一招！ [Rogue][skill],,"""吃我一招！""",,Rogue,None,None,0,0,None,None,None,None,Agility,Combat,Willpower,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",局勢.,"只能投入你正在進行的技能檢定。將""吃我一招！""投入技能檢定時，花費最多3資源作為額外費用。
如果你成功且超過難度至少1點，獲得同等花費數量的兩倍的資源。","
赤裸裸的炫耀。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03233.png,1.25,0,75,Andreia Ugrai,ThePathToCarcosa,233
力量洪流 [Mystic][skill],,力量洪流,,Mystic,None,None,0,0,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2017 FFG</family>",精通.,"將力量洪流投入技能檢定時，從你控制的支援卡上花費最多3充能作為額外費用。
每以此方式花費1點充能，力量洪流獲得<wil><wild>。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\03235.png,1.25,0,75,Axel Hutt,ThePathToCarcosa,235
隨機應變 (3) [Survivor][skill],,隨機應變,,Survivor,None,None,0,3,None,None,None,None,Wild,Wild,None,None,None,None,"<family ""Arial""><cop> 2016 FFG</family>",天性.,"只能在你執行的技能檢定中投入，且該檢定難度必須高於你的基礎技能值。
隨機應變獲得+X個<wild>圖標，其中X為你的基礎技能值和這次檢定難度之差(最多+3個<wild>圖標)。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\51010.png,1.25,0,75,Clark Huggins,TheDunwichLegacy,10
堅定不移 [Guardian][skill],,堅定不移,,Guardian,None,None,0,0,None,None,None,None,Combat,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",天性.,只要你剩餘生命值和神智值總合至少為5時，堅定不移獲得<wil><com>(只要你剩餘生命值和神智值總合至少為10時，改為堅定不移獲得<wil><wil><com><com>。)。,"
勇敢和愚蠢之間只有一線之隔。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05022.png,1.25,0,75,Dani Hartel,TheCircleUndone,22
好奇心 [Seeker][skill],,好奇心,,Seeker,None,None,0,0,None,None,None,None,Intellect,Willpower,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",天性.,只要你至少有4張手牌，好奇心獲得<wil><int>(只要你至少有7張手牌，改為好奇心獲得<wil><wil><int><int>)。,"
如果你就是被好奇心害死的那隻貓呢？",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05026.png,1.25,0,75,Nacho Molina,TheCircleUndone,26
狡猾 [Rogue][skill],,狡猾,,Rogue,None,None,0,0,None,None,None,None,Agility,Intellect,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",天性.,只要你擁有至少5資源，狡猾獲得<int><agi>(只要你擁有至少10資源，改為狡猾獲得<int><int><agi><agi>)。,"
""別擔心。""她堅持說。""我能搞定這事。""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05030.png,1.25,0,75,Michel Koch,TheCircleUndone,30
預見未來 [Mystic][skill],,預見未來,,Mystic,None,None,0,0,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",精通.,只要場上至少有3個毀滅標記，預見未來獲得<wild>(只要場上至少有6個毀滅標記，改為預見未來獲得<wild><wild>)。,"
末日將至",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05034.png,1.25,0,75,Torstein Nordstrand,TheCircleUndone,34
體格強健 [Survivor][skill],,體格強健,,Survivor,None,None,0,0,None,None,None,None,Agility,Combat,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",天性.,只要你控制的<b><i>道具</i></b>支援卡不超過2張，體格強健獲得<com><agi>(只要你控制的<b><i>道具</i></b>支援卡不超過1張，改為體格強健獲得<com><com><agi><agi>)。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\05038.png,1.25,0,75,Anna Steinbauer,TheCircleUndone,38
三條A (1) [Rogue][skill],,三條A,,Rogue,None,None,0,1,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",幸運. 精通.,"多重。
如果你將3張三條A投入到一次技能檢定，該次檢定自動成功<i>(不要從混亂袋抽出混亂標記)</i>。然後，抽取3張卡牌並獲得3資源(本效果每次檢定最多一次)。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06199.png,1.25,0,75,Diana Martínez,TheDreamEaters,199
目力敏銳 (1) [Survivor][skill],,目力敏銳,,Survivor,None,None,0,1,None,None,None,None,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",天性. 熟練.,"每次技能檢定最多投入1張。
只要在基礎調查行動中投入目力敏銳，其獲得<int><int>和以下文本：""如果這次檢定成功且超過難度至少2點，在此地點發現額外1個線索。""","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06204.png,1.25,0,75,Andreas Zafiratos,TheDreamEaters,204
領導力 (2) [Guardian][skill],,領導力,,Guardian,None,None,0,2,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",精通.,"只要領導力被投入到另一位調查員執行的技能檢定，領導力獲得<wil><wild>。
如果這次檢定成功，獲得2資源。如果領導力被投入到另一位調查員執行的技能檢定，該調查員也獲得2資源。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06235.png,1.25,0,75,Jeff Lee Johnson,TheDreamEaters,235
虎口拔牙 (2) [Rogue][skill],,虎口拔牙,,Rogue,None,None,0,2,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",幸運. 精通.,在你投入虎口拔牙到技能檢定後，從你的牌堆頂部揭示卡牌，直到你揭示了能投入到這次檢定的<rog>技能卡。將其投入。將其它每張已揭示卡牌混洗回你的牌堆。,"
""你是個瘋子，溫妮！""
""我知道，這難道不是件好事嗎？""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06240.png,1.25,0,75,Borja Pindado,TheDreamEaters,240
迅速撤退 (1) [Survivor][skill],,迅速撤退,,Survivor,None,None,0,1,None,None,None,None,Agility,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",天性. 熟練.,"每次技能檢定最多投入1張。
只要在躲避行動中投入迅速撤退，其獲得<agi><agi>和以下文本：""如果這次檢定成功且超過難度至少2點，你可以自動躲避你所在地點的另一名敵人。""","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06246.png,1.25,0,75,Ilich Henriquez,TheDreamEaters,246
渾身是膽 [Guardian][skill],,渾身是膽,,Guardian,None,None,0,0,None,None,None,None,Wild,Wild,Wild,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",天性.,只能投入到攻擊或嘗試躲避敵人的技能檢定中。該敵人在這次技能期間檢定獲得反擊和警戒。在這次檢定結束後，抽取1張卡牌。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06111.png,1.25,0,75,Colin Boyer,TheDreamEaters,111
夢的本質 [Seeker][skill],,夢的本質,,Seeker,None,None,0,0,None,None,None,None,Wild,Wild,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",精通. 專家.,"綁定(夢境日記)。
在夢的本質將要進入你的棄牌堆或被混洗入你的牌堆時，不將其放入，改為將其放在一邊，位於場外 (與你的綁定卡牌一起)。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06113.png,1.25,0,75,Ethan Patrick Harris,TheDreamEaters,113
勢不可擋 (1) [Rogue][skill],,勢不可擋,,Rogue,None,None,0,1,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",精通.,如果這次技能檢定成功，本階段你執行的下次技能檢定難度降低X，其中X為這次技能檢定超過難度的點數(最多為3)。,"
你從不走陽關道。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06115.png,1.25,0,75,Pavel Kolomeyets,TheDreamEaters,115
自我犧牲 [Guardian][skill],,自我犧牲,,Guardian,None,None,0,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",勇氣.,"只能投入到你所在地點的另一位調查員執行的(任何類型的)技能檢定中。
如果這次檢定失敗，檢定失敗的所有效果不由執行檢定的調查員結算，改為必須由你結算。然後，你或執行檢定的調查員抽取2張卡牌。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06157.png,1.25,0,75,Patrick McEvoy,TheDreamEaters,157
蠻力 (1) [Survivor][skill],,蠻力,,Survivor,None,None,0,1,None,None,None,None,Combat,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",天性. 熟練.,"每次技能檢定最多投入1張。
只要在基礎攻擊行動中投入蠻力，其獲得<com><com>和以下文本：""如果這次檢定成功且超過難度至少2點，這次攻擊造成+2傷害。""","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06166.png,1.25,0,75,Lukas Banas,TheDreamEaters,166
驚喜的發現 (1) [Seeker][skill],,驚喜的發現,,Seeker,None,None,0,1,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2019 FFG</family>",幸運. 研究.,"多重。
<rea>在你查找你的牌堆時若驚喜的發現在被查找卡牌中：將其放置入你的遊戲區域。你必須將其投入到你執行的下一次能將其投入的技能檢定。如果該檢定成功，抽取1張卡牌。(每次查找最多使用一次<b><i>研究</i></b>能力。)","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06278.png,1.25,0,75,Jessie Calderon,TheDreamEaters,278
真理之眼 (5) [Seeker][skill],,真理之眼,,Seeker,None,None,0,5,None,None,None,None,Wild,Wild,Wild,Wild,None,None,"<family ""Arial""><cop> 2019 FFG</family>",法術. 精通.,"如果這次技能檢定是詭計卡上的檢定，且檢定成功，將該詭計卡加入勝利牌區，並疊加真理之眼到其上。
只要真理之眼疊加到詭計卡，其技能圖標會投入到該卡牌的同名卡牌的所有技能檢定。","
它會一直看著你。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\06325.png,1.25,0,75,Adam S. Doyle,TheDreamEaters,325
英勇無畏 [Guardian][skill],,英勇無畏,,Guardian,None,None,0,0,None,None,None,None,Willpower,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",天性.,"如果本次技能檢定成功，將英勇無畏加入到你的遊戲區域，視為一張帶有以下文字的支援卡：
""你獲得+1<int>、+1<com>和+1<agi>。
<b>強制</b> - 當本輪結束時：丟棄英勇無畏。""","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04192.png,1.25,0,75,Adam Lane,TheForgottenAge,192
逆反 (2) [Mystic][skill],,逆反,,Mystic,None,None,0,2,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",天性. 熟練.,忽略本次檢定期間抽出的所有<sku>、<cul>、<tab>和<mon>符號的效果(包括其修正值)。,"
""不。""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04198.png,1.25,0,75,Nicholas Gregory,TheForgottenAge,198
重拾信念 [Survivor][skill],,重拾信念,,Survivor,None,None,0,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",天性.,"每次技能檢定最多投入1張。
你可以在任何類型的檢定中投入重拾信念。
如果這次檢定失敗，執行檢定的調查員抽取2張卡牌並獲得2資源。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04201.png,1.25,0,75,Andreia Ugrai,TheForgottenAge,201
孤注一擲 (5) [Rogue][skill],,孤注一擲,,Rogue,None,None,0,5,None,None,None,None,Wild,Wild,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",幸運.,"每次技能檢定最多投入1張。
如果本次檢定成功，你每超過難度1點，抽取1張卡牌，最多可抽取5張。將本效果中抽到的所有弱點洗回你的牌堆，而不進行結算。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04309.png,1.25,0,75,Borja Pindado,TheForgottenAge,309
佔據先機 [Guardian][skill],,佔據先機,,Guardian,None,None,0,0,None,None,None,None,Wild,Wild,Wild,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",精通. 果斷.,"只能在你執行的技能檢定中投入。
任何調查員在本階段每完成1個行動，佔據先機失去<wild>。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04150.png,1.25,0,75,Tiziano Baracchi,TheForgottenAge,150
參透真諦 [Seeker][skill],,參透真諦,,Seeker,None,None,0,0,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",天性.,"只能投入冒險卡上打印的能力中的技能檢定。
如果本次技能檢定成功，發現你所在地點的1個線索。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04153.png,1.25,0,75,Alexander Kozachenko,TheForgottenAge,153
職業殺手 [Rogue][skill],,職業殺手,,Rogue,None,None,0,0,None,None,None,None,Agility,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",精通.,如果躲避嘗試期間的這次技能檢定成功，則在本回合中，成功躲避的這名敵人下一次受到傷害時，對其造成額外+1傷害。,"
喝多的人才會主動找歐巴尼恩的碴。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04155.png,1.25,0,75,Borja Pindado,TheForgottenAge,155
如痴如醉 [Mystic][skill],,如痴如醉,,Mystic,None,None,0,0,None,None,None,None,Intellect,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",精通.,如果調查中的這次技能檢定成功，在你控制的1張支援卡上放置1充能或1秘密。,"
遠遠地駛離我們那名為無知的平靜小島。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04157.png,1.25,0,75,Douglas Sirois,TheForgottenAge,157
殊死一搏 [Survivor][skill],,殊死一搏,,Survivor,None,None,0,0,None,None,None,None,Wild,Wild,Wild,Wild,Wild,None,"<family ""Arial""><cop> 2018 FFG</family>",局勢.,"在一次未投入其它卡牌的技能檢定中，才能投入本卡牌。該次技能檢定不能投入其他卡牌。
你手牌中每有1張卡牌，殊死一搏失去<wild>。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04036.png,1.25,0,75,John Pacer,TheForgottenAge,36
暈眩重擊 [Survivor][skill],,暈眩重擊,,Survivor,None,None,0,0,None,None,None,None,Combat,None,None,None,None,None,"<family ""Arial""><cop> 2018 FFG</family>",精通.,如果攻擊中的這次技能檢定成功，自動躲避受到攻擊的敵人。,"
砰。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\04112.png,1.25,0,75,Matthew Cowdery,TheForgottenAge,112
不屈不撓 (1) [Survivor][skill],,不屈不撓,,Survivor,None,None,0,1,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",精通.,"每次檢定最多投入1張。
在你投入不屈不撓到技能檢定後，在混亂袋查找最多3個你選擇的非<ten>混亂標記，並將其封印在不屈不撓上。如果不屈不撓上封印的3個標記都是""+1""、""0""、<ble>和/或<eld>標記，抽取2張卡牌。在這次檢定結束後，釋放此處封印的所有標記。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07196.png,1.25,0,75,Alexander Chelyshev,TheInnsmouthConspiracy,196
十字聖號 (2) [Survivor][skill],,十字聖號,,Survivor,None,None,0,2,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",精通. 祝福.,"只能在你執行的技能檢定中投入，且該檢定難度必須高於你的基礎技能值。
在你投入十字聖到技能檢定後，加入X個<ble>標記到混亂袋。X為本檢定難度和你的基礎技能值之差。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07197.png,1.25,0,75,David Hovey,TheInnsmouthConspiracy,197
無神論者 (1) [Rogue][skill],,無神論者,,Rogue,None,None,0,1,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",精通.,這次技能檢定中，將每個<ble>和<cur>標記的修正值改為視為+1。,"
""哦，別這樣。最壞還能發生什麼事呢？""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07115.png,1.25,0,75,Stanislav Dikolenko,TheInnsmouthConspiracy,115
不擇手段 (3) [Rogue][skill],,不擇手段,,Rogue,None,None,0,3,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",精通. 詛咒縈繞.,"你可以投入不擇手段到任何類型的檢定中。
作為投入不擇手段到技能檢定的額外費用，加入數量等於這次檢定難度的<cur>標記到混亂袋。
這次檢定自動成功。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07306.png,1.25,0,75,Borja Pindado,TheInnsmouthConspiracy,306
鬼靈精怪 (1) [Seeker][skill],,鬼靈精怪,,Seeker,None,None,0,1,None,None,None,None,Willpower,Wild,Wild,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",天性. 詛咒縈繞.,如果這次技能檢定中抽出<cur>標記，在這次檢定結束時，你可以將鬼靈精怪返回你的手牌。,"
""誰叫你'大仙'或是'好迫克'的，
你就給他幸運，幫他做工……""
——威廉‧莎士比亞，《仲夏夜之夢》",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07222.png,1.25,0,75,Sarah Lindstrom,TheInnsmouthConspiracy,222
行動計劃 [Seeker][skill],,行動計劃,,Seeker,None,None,0,0,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",精通.,"如果這次技能檢定在本回合的第一個行動中或之前，行動計劃獲得<wil><agi>。
如果這次技能檢定在本回合的第一個和第三個行動之間且成功，抽取1張卡牌。
如果這次技能檢定在本回合的第三個行動中或之後，行動計劃獲得<com><int>。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07024.png,1.25,0,75,Xia Taptara,TheInnsmouthConspiracy,24
允諾力量 [Mystic][skill],,允諾力量,,Mystic,None,None,0,0,None,None,None,None,Wild,Wild,Wild,Wild,None,None,"<family ""Arial""><cop> 2020 FFG</family>",精通. 詛咒縈繞.,在你投入允諾力量到技能檢定後，加入1個<cur>標記到混亂袋。如果你不能，改為受到2點恐懼。,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07032.png,1.25,0,75,Jessie Calderon,TheInnsmouthConspiracy,32
既定命運 [Survivor][skill],,既定命運,,Survivor,None,None,0,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",幸運. 祝福.,"每次技能檢定最多投入1張。
你可以投入既定命運到任意類型的檢定。
如果這次檢定失敗，加入2個<ble>標記到混亂袋，或從混亂袋移除2個<cur>標記。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07035.png,1.25,0,75,Imad Awan,TheInnsmouthConspiracy,35
摯愛 [Survivor][skill],,摯愛,,Survivor,None,None,0,0,None,None,None,None,Agility,Willpower,Wild,None,None,None,"<family ""Arial""><cop> 2020 FFG</family>",天性. 祝福.,"如果這次檢定中抽出<ble>標記，你可以將摯愛從遊戲中移除，來將該標記的效果替換為以下文本：""你自動成功。<i>(不要再抽出另一個標記。在這次檢定結束後，將該標記返回混亂袋)</i>。""","
愛或許才是最強大的法術。",,E:\Projects\Arkham-Horror-LCG-Cards\temp\07036.png,1.25,0,75,Derek D. Edgell,TheInnsmouthConspiracy,36
戰鬥課程 [Guardian][skill],,戰鬥課程,,Guardian,None,None,0,0,None,None,None,None,Agility,Combat,Wild,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",精通.,"只能投入到攻擊或躲避嘗試期間的技能檢定。
你能將此技能卡投入到位於任意地點調查員的檢定。","
""瞄準後扣下那該死的扳機。這不會很難的，孩子。""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09030.png,1.25,0,75,Carlos Palma Cruchaga,TheScarletKeysInv,30
伸出援手 [Guardian][skill],,伸出援手,,Guardian,None,None,0,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",天性.,"你可以投入伸出援手到任何類型的檢定。每次檢定最多投入1張。
投入伸出援手到技能檢定時，將投入到該檢定的其它每張卡牌的技能圖標加倍。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09031.png,1.25,0,75,Rob Laskey,TheScarletKeysInv,31
剖析 [Seeker][skill],,剖析,,Seeker,None,None,0,0,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",精通.,在這次技能檢定抽出一個混亂標記後，你可以將你的1個線索放置在你所在地點上來取消該混亂標記，將其返回混亂袋並抽出一個新的標記。<i>(你可以執行此動作任意次。)</i>,"
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09049.png,1.25,0,75,Roberto Campus,TheScarletKeysInv,49
風險評估 [Rogue][skill],,風險評估,,Rogue,None,None,0,0,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",局勢. 定命.,"每次技能檢定最多投入1張。
只能投入到你執行的任何類型的檢定，並且只能在你的回合投入。
你本回合每執行一次行動<i>(包含這次)</i>，風險評估獲得<wild>。
在這次檢定結束後，結束你的回合。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09070.png,1.25,0,75,German Nobile,TheScarletKeysInv,70
靈異附體咒 (1) [Mystic][skill],,靈異附體咒,,Mystic,None,None,0,1,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",天性. 法術.,"在你投入靈異附體咒到支援卡上的技能檢定後，選擇一項：
<bul> 在該支援卡上放置1個毀滅標記。靈異附體咒獲得<wild><wild>。
<bul> 如果這次檢定成功，從此支援卡上移除1個毀滅標記，或補充其一半的使用值(向下取整數)。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09090.png,1.25,0,75,Anders Finer,TheScarletKeysInv,90
老成 [Survivor][skill],,老成,,Survivor,None,None,0,0,None,None,None,None,Wild,None,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",天性. 熟練.,"特製。在你購買老成時，選擇兩個<b><i>屬性</i></b>並記錄在其升級卡上。
如果此為在遭遇卡上或對該卡牌執行的技能檢定<i>(包含攻擊、躲避或談判)</i>，該遭遇卡每擁有一個所選的屬性，老成獲得<wild><wild>。","
",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09101.png,1.25,0,75,David Hovey,TheScarletKeysInv,101
進取心 (1) [Survivor][skill],,進取心,,Survivor,None,None,0,1,None,None,None,None,None,None,None,None,None,None,"<family ""Arial""><cop> 2022 FFG</family>",天性.,"每次技能檢定最多投入1張。
你可以投入進取心到任何類型的技能檢定。
投入進取心到技能檢定的時候，該檢定難度-2。","
""現在過來聽聽，先生！""",,E:\Projects\Arkham-Horror-LCG-Cards\temp\09112.png,1.25,0,75,Andreia Ugrai,TheScarletKeysInv,112
